* Measurement data measured by REW V5.20 Beta 4
* Source: Microphone (E.A.R.S Gain: 18dB  ), no input selected, R, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -8.0 dBFS  With no timing reference
* Dated: Jan 28, 2019 11:21:24 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: B&O BEOPLAY H8 R
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.1 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
7,839.312 102.757 178.831
7,896.120 102.755 -179.033
7,953.338 102.791 -176.916
8,010.971 102.867 -174.873
8,069.022 102.980 -172.958
8,127.493 103.129 -171.206
8,186.389 103.310 -169.648
8,245.711 103.511 -168.305
8,305.462 103.728 -167.175
8,365.647 103.960 -166.244
8,426.268 104.205 -165.523
8,487.328 104.462 -165.055
8,548.831 104.723 -164.868
8,610.779 104.990 -164.958
8,673.177 105.264 -165.324
8,736.026 105.531 -165.989
8,799.331 105.782 -166.991
8,863.095 106.009 -168.352
8,927.320 106.198 -170.049
8,992.011 106.345 -172.018
9,057.171 106.441 -174.189
9,122.803 106.481 -176.505
9,188.910 106.463 -178.903
9,255.497 106.386 178.685
9,322.566 106.251 176.311
9,390.121 106.058 174.017
9,458.166 105.808 171.861
9,526.704 105.508 169.932
9,595.738 105.166 168.310
9,665.273 104.788 167.024
9,735.312 104.387 166.095
9,805.857 103.974 165.553
9,876.915 103.561 165.342
9,948.487 103.152 165.371
10,020.578 102.736 165.668
10,093.191 102.325 166.343
10,166.331 101.942 167.419
10,240.000 101.601 168.814
10,314.203 101.307 170.407
10,388.944 101.064 172.092
10,464.227 100.865 173.808
10,540.055 100.711 175.550
10,616.433 100.600 177.298
10,693.363 100.528 179.014
10,770.853 100.500 -179.323
10,848.902 100.518 -177.755
10,927.518 100.581 -176.355
11,006.703 100.687 -175.202
11,086.462 100.829 -174.409
11,166.799 100.991 -174.065
11,247.719 101.169 -174.148
11,329.224 101.359 -174.655
11,411.320 101.539 -175.685
11,494.012 101.687 -177.311
11,577.302 101.778 -179.541
11,661.195 101.782 177.680
11,745.697 101.673 174.515
11,830.812 101.432 171.212
11,916.543 101.046 168.040
12,002.895 100.519 165.271
12,089.873 99.864 163.143
12,177.480 99.101 161.835
12,265.724 98.257 161.490
12,354.606 97.372 162.252
12,444.133 96.482 164.214
12,534.309 95.623 167.418
12,625.137 94.833 171.881
12,716.624 94.168 177.570
12,808.773 93.705 -175.705
12,901.592 93.514 -168.392
12,995.082 93.629 -161.074
13,089.250 94.044 -154.312
13,184.100 94.707 -148.705
